validation_code,key,evalResults
24BC1228,5261884156542976,"[{""eID"":""6285462373138432"",""topicIdx"":""27"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""27-5-histogram-0-short""],""worst"":[""27-5-wordcloud-0-short""],""duration"":87.374,""memo"":""dummy""},{""eID"":""6740162507702272"",""topicIdx"":""5"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""5-20-histogram-1-short""],""worst"":[""algorithm""],""duration"":10.95,""memo"":""real""},{""eID"":""6710765335609344"",""topicIdx"":""7"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""7-5-topic-in-a-box-3-short"",""algorithm""],""worst"":[""7-5-word-3-short""],""duration"":44.632,""memo"":""real""},{""eID"":""6624325629116416"",""topicIdx"":""36"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""36-10-wordcloud-0-short""],""worst"":[""36-10-histogram-0-short""],""duration"":54.008,""memo"":""real""},{""eID"":""6647814536822784"",""topicIdx"":""4"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""4-10-wordcloud-4-short""],""worst"":[""algorithm""],""duration"":12.341,""memo"":""real""}]"
Y8XC4B0T,5297566476402688,"[{""eID"":""5873007536898048"",""topicIdx"":""3"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""3-20-histogram-0-long""],""worst"":[""3-20-word-0-long""],""duration"":21.244,""memo"":""real""},{""eID"":""4775624870723584"",""topicIdx"":""32"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""32-5-histogram-1-long""],""worst"":[""32-5-wordcloud-1-long""],""duration"":13.368,""memo"":""real""},{""eID"":""5964267538874368"",""topicIdx"":""29"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""29-5-histogram-2-long""],""worst"":[""29-5-topic-in-a-box-2-long""],""duration"":17.237,""memo"":""real""},{""eID"":""5697085676453888"",""topicIdx"":""11"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""11-10-topic-in-a-box-4-long""],""worst"":[""11-10-wordcloud-4-long""],""duration"":26.631,""memo"":""real""},{""eID"":""5820290571436032"",""topicIdx"":""17"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""17-20-histogram-4-short""],""worst"":[""17-20-word-4-short""],""duration"":12.488,""memo"":""dummy""}]"
RDCE0JBR,5330948841275392,"[{""eID"":""5452806190268416"",""topicIdx"":""44"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""44-5-topic-in-a-box-3-short""],""worst"":[""44-5-word-3-short""],""duration"":143.751,""memo"":""dummy""},{""eID"":""5975394456961024"",""topicIdx"":""12"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""12-10-wordcloud-3-long""],""worst"":[""12-10-word-3-long""],""duration"":31.716,""memo"":""real""},{""eID"":""6126571937071104"",""topicIdx"":""3"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""3-20-word-3-long""],""worst"":[""3-20-wordcloud-3-long""],""duration"":183.21,""memo"":""real""},{""eID"":""5013678533378048"",""topicIdx"":""34"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""34-10-histogram-3-long""],""worst"":[""34-10-topic-in-a-box-3-long""],""duration"":48.858,""memo"":""real""},{""eID"":""6637458833801216"",""topicIdx"":""21"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""21-20-histogram-3-short""],""worst"":[""21-20-topic-in-a-box-3-short""],""duration"":33.916,""memo"":""real""}]"
JQ6YHBY4,5370220411617280,"[{""eID"":""4718520327733248"",""topicIdx"":""11"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""11-10-wordcloud-0-short""],""worst"":[""11-10-word-3-short""],""duration"":43.844,""memo"":""dummy""},{""eID"":""4519911913160704"",""topicIdx"":""30"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""30-5-word-3-short""],""worst"":[""algorithm""],""duration"":68.684,""memo"":""real""},{""eID"":""4588521331359744"",""topicIdx"":""28"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""28-5-wordcloud-3-short""],""worst"":[""28-5-histogram-2-short""],""duration"":37.297,""memo"":""real""},{""eID"":""4754493900062720"",""topicIdx"":""36"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""36-20-histogram-0-short""],""duration"":80.418,""memo"":""real""},{""eID"":""4605391962898432"",""topicIdx"":""19"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""19-10-wordcloud-3-short""],""worst"":[""19-10-topic-in-a-box-4-short""],""duration"":29.971,""memo"":""real""}]"
UQ54V1NB,5541444114710528,"[{""eID"":""6578706097111040"",""topicIdx"":""45"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""45-5-histogram-2-long""],""worst"":[""45-5-topic-in-a-box-2-long""],""duration"":26.313,""memo"":""real""},{""eID"":""5752953268862976"",""topicIdx"":""42"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""42-20-wordcloud-4-long""],""worst"":[""42-20-word-4-long""],""duration"":13.161,""memo"":""real""},{""eID"":""6432791294115840"",""topicIdx"":""2"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""2-10-histogram-4-long""],""worst"":[""2-10-topic-in-a-box-4-long""],""duration"":12.496,""memo"":""real""},{""eID"":""5060475154857984"",""topicIdx"":""4"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""4-10-word-3-short"",""4-10-histogram-3-short"",""4-10-topic-in-a-box-3-short""],""worst"":[""4-10-wordcloud-3-short""],""duration"":12.84,""memo"":""dummy""},{""eID"":""6189666885697536"",""topicIdx"":""39"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""39-10-topic-in-a-box-3-short""],""worst"":[""39-10-histogram-3-short""],""duration"":15.232,""memo"":""real""}]"
76GKG32M,5546743299047424,"[{""eID"":""6496568605671424"",""topicIdx"":""15"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""15-5-topic-in-a-box-0-long""],""worst"":[""15-5-histogram-0-long""],""duration"":29.515,""memo"":""real""},{""eID"":""5154818943352832"",""topicIdx"":""12"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""12-5-topic-in-a-box-1-short""],""worst"":[""12-5-histogram-1-short""],""duration"":17.265,""memo"":""dummy""},{""eID"":""6539449022283776"",""topicIdx"":""29"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""29-10-word-0-short""],""duration"":7.319,""memo"":""real""},{""eID"":""6605212219342848"",""topicIdx"":""31"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""31-5-topic-in-a-box-1-long""],""worst"":[""31-5-histogram-1-long""],""duration"":9.846,""memo"":""real""},{""eID"":""6385869044842496"",""topicIdx"":""49"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""49-10-wordcloud-2-short""],""worst"":[""algorithm""],""duration"":3.862,""memo"":""real""}]"
TA2IXVLB,5567401017999360,"[{""eID"":""5300452694425600"",""topicIdx"":""32"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""32-20-word-3-short""],""worst"":[""32-20-histogram-3-short""],""duration"":45.81,""memo"":""dummy""},{""eID"":""5961028059791360"",""topicIdx"":""13"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""13-20-word-4-short""],""duration"":20.908,""memo"":""real""},{""eID"":""5854437172051968"",""topicIdx"":""15"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""15-20-word-2-short""],""worst"":[""15-20-topic-in-a-box-2-short""],""duration"":19.005,""memo"":""real""},{""eID"":""5964059501395968"",""topicIdx"":""31"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""31-5-topic-in-a-box-0-long""],""worst"":[""31-5-word-0-long""],""duration"":21.181,""memo"":""real""},{""eID"":""5936871821541376"",""topicIdx"":""40"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""40-10-word-1-short""],""worst"":[""40-10-histogram-1-short"",""40-10-wordcloud-1-short"",""40-10-topic-in-a-box-1-short""],""duration"":19.378,""memo"":""real""}]"
SNY84R23,5608146567430144,"[{""eID"":""6586950018400256"",""topicIdx"":""30"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""30-20-topic-in-a-box-1-short""],""worst"":[""30-20-wordcloud-1-short""],""duration"":293.437,""memo"":""dummy""},{""eID"":""6526606533197824"",""topicIdx"":""45"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""45-10-wordcloud-2-short""],""worst"":[""algorithm""],""duration"":150.797,""memo"":""real""},{""eID"":""5901046157148160"",""topicIdx"":""15"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""15-10-wordcloud-1-short""],""worst"":[""15-10-word-1-short""],""duration"":82,""memo"":""real""},{""eID"":""6385869044842496"",""topicIdx"":""49"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""49-10-topic-in-a-box-2-short""],""worst"":[""49-10-histogram-2-short""],""duration"":301.562,""memo"":""real""},{""eID"":""6219337593520128"",""topicIdx"":""42"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""42-20-histogram-3-short""],""worst"":[""algorithm""],""duration"":103.141,""memo"":""real""}]"
4SPZ4ADS,5627467746246656,"[{""eID"":""6385869044842496"",""topicIdx"":""49"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""49-10-topic-in-a-box-2-short""],""worst"":[""49-10-word-2-short""],""duration"":15.146,""memo"":""dummy""},{""eID"":""6044857768345600"",""topicIdx"":""13"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""13-5-wordcloud-1-long""],""worst"":[""13-5-histogram-1-long""],""duration"":12.954,""memo"":""real""},{""eID"":""5056621227016192"",""topicIdx"":""18"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""18-10-topic-in-a-box-1-short""],""duration"":10.887,""memo"":""real""},{""eID"":""6352599691296768"",""topicIdx"":""19"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""19-5-histogram-4-short""],""worst"":[""19-5-word-4-short""],""duration"":15.431,""memo"":""real""},{""eID"":""6506385827168256"",""topicIdx"":""47"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""47-20-wordcloud-2-short""],""worst"":[""47-20-word-2-short""],""duration"":2.113,""memo"":""real""}]"
RE88HQBO,5632763172487168,"[{""eID"":""5467409079074816"",""topicIdx"":""44"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""44-20-word-0-long""],""worst"":[""44-20-topic-in-a-box-0-long""],""duration"":120.961,""memo"":""real""},{""eID"":""5581927671136256"",""topicIdx"":""36"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""36-20-histogram-2-short""],""worst"":[""36-20-wordcloud-2-short""],""duration"":55.125,""memo"":""dummy""},{""eID"":""5768205234601984"",""topicIdx"":""38"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""38-10-word-1-long""],""worst"":[""38-10-topic-in-a-box-1-long""],""duration"":28.96,""memo"":""real""},{""eID"":""6506385827168256"",""topicIdx"":""47"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""47-20-word-2-short""],""worst"":[""47-20-topic-in-a-box-2-short""],""duration"":31.289,""memo"":""real""},{""eID"":""6242503036502016"",""topicIdx"":""11"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""11-20-topic-in-a-box-4-short""],""worst"":[""11-20-histogram-4-short""],""duration"":61.021,""memo"":""real""}]"
U1300XPK,5635949232914432,"[{""eID"":""6727687506755584"",""topicIdx"":""38"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""38-20-topic-in-a-box-0-short""],""worst"":[""38-20-word-0-short""],""duration"":73.807,""memo"":""dummy""},{""eID"":""6481044177944576"",""topicIdx"":""15"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""15-10-histogram-2-short""],""worst"":[""15-10-word-2-short""],""duration"":30.049,""memo"":""real""},{""eID"":""6597378198994944"",""topicIdx"":""48"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""48-20-topic-in-a-box-4-short""],""worst"":[""48-20-histogram-4-short""],""duration"":24,""memo"":""real""},{""eID"":""6024000064978944"",""topicIdx"":""28"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""28-20-topic-in-a-box-1-short""],""worst"":[""28-20-word-1-short""],""duration"":44.816,""memo"":""real""},{""eID"":""5268206079967232"",""topicIdx"":""18"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""18-5-topic-in-a-box-2-short""],""worst"":[""algorithm""],""duration"":19.545,""memo"":""real""}]"
K3J8TS6F,5670249378611200,"[{""eID"":""6680106785308672"",""topicIdx"":""4"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""4-20-histogram-1-long""],""worst"":[""4-20-word-1-long""],""duration"":41.76,""memo"":""real""},{""eID"":""5436765829595136"",""topicIdx"":""48"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""48-20-topic-in-a-box-3-short""],""worst"":[""48-20-wordcloud-3-short""],""duration"":13.053,""memo"":""dummy""},{""eID"":""6380715084087296"",""topicIdx"":""35"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""35-10-word-4-long""],""worst"":[""35-10-topic-in-a-box-4-long""],""duration"":21.659,""memo"":""real""},{""eID"":""5056621227016192"",""topicIdx"":""18"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""18-10-histogram-1-short""],""worst"":[""18-10-word-1-short""],""duration"":13.945,""memo"":""real""},{""eID"":""5485979443920896"",""topicIdx"":""32"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""32-10-wordcloud-4-short""],""worst"":[""32-10-histogram-4-short""],""duration"":34.277,""memo"":""real""}]"
MUASZECX,5686589850124288,"[{""eID"":""5640650879926272"",""topicIdx"":""7"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""7-20-word-1-short""],""worst"":[""7-20-topic-in-a-box-1-short""],""duration"":21.631,""memo"":""dummy""},{""eID"":""5570282135748608"",""topicIdx"":""36"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""36-10-word-3-long""],""worst"":[""36-10-topic-in-a-box-3-long""],""duration"":4.318,""memo"":""real""},{""eID"":""5021915475345408"",""topicIdx"":""4"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""4-5-wordcloud-3-short""],""worst"":[""4-5-histogram-3-short""],""duration"":14.873,""memo"":""real""},{""eID"":""5781388368281600"",""topicIdx"":""15"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""15-20-wordcloud-0-short""],""duration"":18.741,""memo"":""real""},{""eID"":""6103717073911808"",""topicIdx"":""2"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""2-10-topic-in-a-box-0-long""],""worst"":[""2-10-histogram-0-long""],""duration"":12.023,""memo"":""real""}]"
SBNZVFPE,5689792285114368,"[{""eID"":""5554286603796480"",""topicIdx"":""36"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""36-5-histogram-4-short""],""worst"":[""36-5-word-4-short""],""duration"":335.327,""memo"":""dummy""},{""eID"":""5010012241920000"",""topicIdx"":""18"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""18-20-histogram-2-short""],""worst"":[""algorithm""],""duration"":124.215,""memo"":""real""},{""eID"":""5076213257207808"",""topicIdx"":""23"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""23-10-word-1-short""],""worst"":[""algorithm""],""duration"":105.059,""memo"":""real""},{""eID"":""5850269443162112"",""topicIdx"":""46"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""46-5-topic-in-a-box-4-long""],""worst"":[""46-5-word-4-long""],""duration"":145.362,""memo"":""real""},{""eID"":""5708138506354688"",""topicIdx"":""38"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""38-10-histogram-4-short""],""worst"":[""38-10-word-4-short""],""duration"":115.154,""memo"":""real""}]"
V25Y0SFO,5704093720903680,"[{""eID"":""5108853666480128"",""topicIdx"":""42"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""42-10-word-0-long""],""worst"":[""42-10-histogram-0-long""],""duration"":18.19,""memo"":""real""},{""eID"":""5495881759457280"",""topicIdx"":""22"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""22-10-wordcloud-1-long""],""worst"":[""22-10-histogram-1-long""],""duration"":7.524,""memo"":""real""},{""eID"":""5526264894980096"",""topicIdx"":""6"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""6-20-word-4-short""],""worst"":[""6-20-wordcloud-4-short""],""duration"":9.516,""memo"":""dummy""},{""eID"":""5380485920325632"",""topicIdx"":""46"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""46-20-wordcloud-2-short""],""worst"":[""46-20-histogram-2-short""],""duration"":9.303,""memo"":""real""},{""eID"":""6185595256700928"",""topicIdx"":""21"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""21-5-topic-in-a-box-1-short""],""duration"":8.215,""memo"":""real""}]"
79PZBBJ3,5704471946461184,"[{""eID"":""6496568605671424"",""topicIdx"":""15"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""15-5-histogram-0-long""],""worst"":[""15-5-wordcloud-0-long""],""duration"":51.346,""memo"":""real""},{""eID"":""6104796989751296"",""topicIdx"":""38"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""38-20-word-4-long""],""worst"":[""38-20-histogram-4-long""],""duration"":22.812,""memo"":""real""},{""eID"":""5197358715371520"",""topicIdx"":""8"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""8-10-topic-in-a-box-2-short""],""worst"":[""8-10-word-2-short""],""duration"":13.601,""memo"":""dummy""},{""eID"":""6506385827168256"",""topicIdx"":""47"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""47-20-topic-in-a-box-2-short""],""worst"":[""47-20-wordcloud-2-short""],""duration"":26.043,""memo"":""real""},{""eID"":""6257974045573120"",""topicIdx"":""25"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""25-10-histogram-0-short""],""worst"":[""25-10-topic-in-a-box-0-short""],""duration"":20.137,""memo"":""real""}]"
6SD2N3R0,5718998062727168,"[{""eID"":""5930387226230784"",""topicIdx"":""13"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""13-5-wordcloud-4-short""],""worst"":[""13-5-word-4-short""],""duration"":48.319,""memo"":""dummy""},{""eID"":""5753512419917824"",""topicIdx"":""6"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""6-10-wordcloud-2-long""],""worst"":[""6-10-word-2-long""],""duration"":157.447,""memo"":""real""},{""eID"":""5640650879926272"",""topicIdx"":""7"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""7-20-topic-in-a-box-1-short"",""algorithm""],""worst"":[""7-20-word-1-short""],""duration"":99.39,""memo"":""real""},{""eID"":""4898932844920832"",""topicIdx"":""23"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""23-10-histogram-2-short"",""23-10-wordcloud-2-short""],""worst"":[""algorithm""],""duration"":80.027,""memo"":""real""},{""eID"":""5893898794696704"",""topicIdx"":""49"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""49-5-topic-in-a-box-1-short""],""worst"":[""49-5-histogram-1-short""],""duration"":66.505,""memo"":""real""}]"
ZPLIY9QC,5725765589008384,"[{""eID"":""6407798610984960"",""topicIdx"":""0"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""bad_235""],""worst"":[""0-10-word-1-short""],""duration"":55.16,""memo"":""dummy""},{""eID"":""6421664376029184"",""topicIdx"":""19"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""19-5-histogram-3-short""],""worst"":[""19-5-word-3-short""],""duration"":20.631,""memo"":""real""},{""eID"":""6161508006363136"",""topicIdx"":""34"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""34-5-histogram-4-long""],""worst"":[""34-5-wordcloud-4-long""],""duration"":20.699,""memo"":""real""},{""eID"":""6491825082728448"",""topicIdx"":""1"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""1-5-wordcloud-2-short""],""worst"":[""algorithm""],""duration"":35.383,""memo"":""real""},{""eID"":""5365522254266368"",""topicIdx"":""12"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""12-10-topic-in-a-box-4-short""],""worst"":[""12-10-histogram-4-short""],""duration"":33.588,""memo"":""real""}]"
10TZFUK8,5746821397741568,"[{""eID"":""6588773500452864"",""topicIdx"":""30"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""30-20-topic-in-a-box-4-short""],""worst"":[""30-20-wordcloud-4-short""],""duration"":51.173,""memo"":""dummy""},{""eID"":""6652164801822720"",""topicIdx"":""7"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""7-20-word-4-short"",""algorithm""],""worst"":[""7-20-topic-in-a-box-4-short""],""duration"":7.906,""memo"":""real""},{""eID"":""5620608951910400"",""topicIdx"":""4"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""4-20-histogram-0-short""],""worst"":[""algorithm""],""duration"":21.922,""memo"":""real""},{""eID"":""6198789396234240"",""topicIdx"":""27"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""27-5-topic-in-a-box-1-short""],""worst"":[""27-5-histogram-1-short""],""duration"":40.259,""memo"":""real""},{""eID"":""6280718850195456"",""topicIdx"":""13"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""13-5-topic-in-a-box-1-short""],""worst"":[""13-5-wordcloud-1-short""],""duration"":14.745,""memo"":""real""}]"
7HGUJ5IR,5758401703313408,"[{""eID"":""5204504467210240"",""topicIdx"":""28"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""28-10-histogram-4-short""],""worst"":[""28-10-wordcloud-4-short""],""duration"":148.325,""memo"":""dummy""},{""eID"":""6725267024248832"",""topicIdx"":""7"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""7-5-wordcloud-1-long""],""worst"":[""7-5-histogram-1-long""],""duration"":56.022,""memo"":""real""},{""eID"":""5852949502754816"",""topicIdx"":""17"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""17-20-word-1-short""],""worst"":[""algorithm""],""duration"":70.153,""memo"":""real""},{""eID"":""5982529202946048"",""topicIdx"":""29"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""29-5-wordcloud-2-short""],""duration"":50.215,""memo"":""real""},{""eID"":""5227197732225024"",""topicIdx"":""34"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""34-20-histogram-2-long""],""worst"":[""34-20-wordcloud-2-long""],""duration"":49.19,""memo"":""real""}]"
EZ2HT8M1,5764017373052928,"[{""eID"":""6215246368735232"",""topicIdx"":""9"",""wordNum"":""20"",""shortOrLong"":""long"",""best"":[""9-20-wordcloud-4-long""],""worst"":[""9-20-topic-in-a-box-4-long""],""duration"":33.864,""memo"":""real""},{""eID"":""5635839442812928"",""topicIdx"":""25"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""25-5-histogram-1-short""],""worst"":[""25-5-word-1-short""],""duration"":10.472,""memo"":""dummy""},{""eID"":""5143258233569280"",""topicIdx"":""42"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""42-5-wordcloud-0-short""],""worst"":[""42-5-topic-in-a-box-0-short""],""duration"":19.427,""memo"":""real""},{""eID"":""5398078106370048"",""topicIdx"":""14"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""algorithm""],""worst"":[""14-20-wordcloud-4-short""],""duration"":74.956,""memo"":""real""},{""eID"":""6139981361840128"",""topicIdx"":""23"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""23-5-topic-in-a-box-0-long""],""worst"":[""23-5-wordcloud-0-long""],""duration"":8.224,""memo"":""real""}]"
F4F9YQ7A,5767409591910400,"[{""eID"":""5511406187184128"",""topicIdx"":""22"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""22-5-word-0-short""],""worst"":[""22-5-histogram-0-short""],""duration"":43.814,""memo"":""dummy""},{""eID"":""4747858444025856"",""topicIdx"":""13"",""wordNum"":""10"",""shortOrLong"":""short"",""best"":[""13-10-histogram-3-short""],""worst"":[""13-10-topic-in-a-box-3-short""],""duration"":10.442,""memo"":""real""},{""eID"":""6131376663298048"",""topicIdx"":""4"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""4-5-word-0-long""],""worst"":[""4-5-topic-in-a-box-0-long""],""duration"":6.689,""memo"":""real""},{""eID"":""5697085676453888"",""topicIdx"":""11"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""11-10-histogram-4-long""],""worst"":[""11-10-topic-in-a-box-4-long""],""duration"":5.964,""memo"":""real""},{""eID"":""5007332182327296"",""topicIdx"":""34"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""34-10-histogram-4-long""],""worst"":[""34-10-wordcloud-4-long""],""duration"":10.703,""memo"":""real""}]"
US03Y9NL,5774051490398208,"[{""eID"":""5401317585453056"",""topicIdx"":""30"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""30-5-wordcloud-2-long""],""worst"":[""30-5-histogram-2-long""],""duration"":10.03,""memo"":""real""},{""eID"":""5679553083080704"",""topicIdx"":""9"",""wordNum"":""5"",""shortOrLong"":""short"",""best"":[""9-5-wordcloud-0-short""],""worst"":[""9-5-histogram-0-short""],""duration"":22.488,""memo"":""dummy""},{""eID"":""5640650879926272"",""topicIdx"":""7"",""wordNum"":""20"",""shortOrLong"":""short"",""best"":[""7-20-wordcloud-1-short""],""worst"":[""7-20-topic-in-a-box-1-short"",""algorithm""],""duration"":4.246,""memo"":""real""},{""eID"":""5345911970463744"",""topicIdx"":""2"",""wordNum"":""5"",""shortOrLong"":""long"",""best"":[""2-5-wordcloud-3-long""],""worst"":[""2-5-histogram-3-long""],""duration"":2.996,""memo"":""real""},{""eID"":""5914788978753536"",""topicIdx"":""47"",""wordNum"":""10"",""shortOrLong"":""long"",""best"":[""47-10-word-2-long""],""worst"":[""47-10-histogram-2-long""],""duration"":3.414,""memo"":""real""}]"
