visualization,cardinality,time,confidence
wordcloud,5w,98,3
histogram,20w,43,4
wordcloud,10w,46,4
word,20w,26,4
topic-in-a-box,20w,101,2
word,20w,51,4
word,10w,17,5
word,10w,50,5
word,20w,45,4
topic-in-a-box,10w,54,4
topic-in-a-box,10w,99,3
wordcloud,20w,42,4
topic-in-a-box,5w,39,4
word,10w,34,5
word,5w,108,4
topic-in-a-box,10w,77,3
histogram,20w,24,3
histogram,20w,35,4
topic-in-a-box,20w,139,4
histogram,5w,51,4
histogram,5w,43,4
word,20w,10,4
histogram,10w,15,4
histogram,20w,34,4
word,5w,49,4
word,10w,56,4
histogram,10w,39,4
topic-in-a-box,20w,40,4
wordcloud,20w,53,4
word,5w,47,2
histogram,20w,21,4
topic-in-a-box,5w,47,2
topic-in-a-box,5w,21,4
histogram,5w,65,4
wordcloud,10w,54,4
word,10w,29,3
histogram,10w,52,4
topic-in-a-box,10w,52,4
wordcloud,10w,53,5
histogram,20w,55,4
histogram,5w,69,4
topic-in-a-box,20w,49,5
histogram,5w,30,5
word,5w,33,4
wordcloud,5w,44,4
wordcloud,10w,98,4
wordcloud,20w,41,3
word,20w,18,5
word,10w,35,4
histogram,10w,63,2
wordcloud,10w,66,3
topic-in-a-box,10w,59,4
word,10w,24,5
histogram,20w,15,3
topic-in-a-box,10w,47,4
topic-in-a-box,20w,62,4
histogram,5w,36,4
wordcloud,20w,28,3
topic-in-a-box,10w,135,4
histogram,10w,71,4
word,10w,100,5
word,10w,72,1
histogram,10w,40,3
wordcloud,10w,92,4
wordcloud,20w,33,4
wordcloud,20w,204,3
histogram,5w,30,3
word,5w,21,4
topic-in-a-box,10w,70,2
histogram,10w,42,4
word,20w,35,1
histogram,10w,19,2
histogram,10w,58,4
histogram,10w,28,3
histogram,20w,32,4
topic-in-a-box,20w,44,4
topic-in-a-box,5w,52,1
word,10w,94,2
word,10w,38,3
topic-in-a-box,20w,107,2
histogram,10w,21,4
word,5w,51,4
histogram,10w,75,3
histogram,10w,244,4
wordcloud,5w,34,4
word,10w,45,4
word,5w,35,5
topic-in-a-box,5w,27,3
word,20w,205,3
histogram,5w,23,5
word,5w,22,4
topic-in-a-box,5w,43,3
word,10w,25,4
histogram,10w,48,2
histogram,10w,84,4
word,5w,21,4
word,5w,23,4
topic-in-a-box,5w,43,5
word,20w,33,3
topic-in-a-box,10w,113,2
word,10w,2,1
histogram,5w,16,4
word,10w,19,4
wordcloud,5w,40,3
word,5w,41,2
histogram,20w,113,5
wordcloud,10w,6,3
histogram,20w,41,5
histogram,5w,30,5
histogram,20w,61,3
topic-in-a-box,20w,145,2
word,5w,35,4
word,20w,28,4
histogram,10w,80,3
topic-in-a-box,20w,53,2
wordcloud,20w,78,2
histogram,10w,35,3
word,5w,36,3
wordcloud,20w,50,2
histogram,10w,44,2
wordcloud,5w,23,5
word,5w,91,3
wordcloud,10w,10,4
histogram,10w,33,4
wordcloud,20w,13,3
wordcloud,20w,122,4
word,10w,59,3
wordcloud,20w,26,4
histogram,10w,194,3
wordcloud,5w,102,3
histogram,20w,62,4
wordcloud,20w,37,3
word,5w,62,4
wordcloud,20w,66,4
wordcloud,20w,30,2
histogram,10w,39,3
histogram,5w,15,4
histogram,5w,51,3
topic-in-a-box,20w,148,4
wordcloud,5w,19,4
word,10w,34,5
wordcloud,5w,34,3
wordcloud,10w,151,3
histogram,20w,484,4
topic-in-a-box,20w,77,4
word,5w,41,5
wordcloud,10w,115,3
topic-in-a-box,20w,44,4
word,10w,26,5
wordcloud,10w,31,4
histogram,10w,30,4
wordcloud,5w,92,4
word,10w,36,4
word,5w,21,4
histogram,5w,22,4
wordcloud,10w,17,5
topic-in-a-box,20w,29,4
wordcloud,20w,69,3
topic-in-a-box,5w,24,4
histogram,10w,37,3
topic-in-a-box,20w,67,2
histogram,5w,37,3
wordcloud,10w,74,3
wordcloud,5w,207,3
wordcloud,10w,123,3
wordcloud,5w,41,4
histogram,5w,51,4
word,10w,46,4
histogram,20w,28,3
topic-in-a-box,5w,26,4
wordcloud,10w,38,5
histogram,5w,37,3
histogram,10w,153,3
topic-in-a-box,5w,46,2
word,5w,33,4
wordcloud,5w,21,4
wordcloud,20w,38,4
wordcloud,20w,86,2
histogram,10w,54,4
histogram,20w,104,3
histogram,20w,74,3
topic-in-a-box,20w,34,2
wordcloud,5w,24,2
wordcloud,20w,110,3
topic-in-a-box,5w,47,4
word,5w,11,4
topic-in-a-box,5w,49,4
word,10w,53,4
word,10w,47,2
word,5w,34,4
word,20w,48,4
word,5w,32,3
word,10w,52,5
histogram,5w,37,3
wordcloud,5w,197,4
wordcloud,10w,11,1
word,5w,38,4
wordcloud,10w,23,4
histogram,5w,36,4
topic-in-a-box,5w,28,4
word,5w,36,4
word,10w,63,4
word,5w,25,2
histogram,5w,43,3
wordcloud,5w,35,4
word,5w,65,3
topic-in-a-box,10w,23,4
histogram,5w,35,4
word,5w,68,4
wordcloud,10w,35,4
histogram,10w,103,4
histogram,10w,35,3
wordcloud,5w,16,4
word,5w,74,4
word,20w,93,5
histogram,20w,45,3
topic-in-a-box,5w,57,4
topic-in-a-box,20w,78,3
word,10w,31,5
topic-in-a-box,10w,83,4
word,20w,28,3
histogram,10w,42,3
topic-in-a-box,20w,20,3
histogram,10w,47,5
histogram,5w,16,4
wordcloud,5w,26,4
word,5w,29,4
histogram,20w,47,4
wordcloud,20w,51,3
wordcloud,10w,16,4
wordcloud,20w,36,5
topic-in-a-box,10w,63,4
word,10w,21,3
topic-in-a-box,20w,19,4
topic-in-a-box,10w,21,4
word,5w,27,4
topic-in-a-box,10w,35,4
topic-in-a-box,10w,6,3
topic-in-a-box,10w,23,4
histogram,5w,53,5
wordcloud,5w,17,3
topic-in-a-box,5w,45,4
topic-in-a-box,5w,57,3
topic-in-a-box,5w,30,4
histogram,10w,21,4
topic-in-a-box,5w,50,4
histogram,5w,68,5
topic-in-a-box,10w,49,4
word,20w,48,3
topic-in-a-box,5w,85,2
word,20w,57,3
histogram,20w,32,3
histogram,10w,52,4
word,5w,21,3
histogram,5w,43,4
histogram,10w,165,3
topic-in-a-box,20w,345,4
histogram,10w,70,4
wordcloud,10w,43,4
histogram,5w,39,4
topic-in-a-box,10w,32,3
word,10w,19,3
histogram,10w,165,4
wordcloud,10w,87,4
histogram,20w,119,5
topic-in-a-box,20w,143,3
wordcloud,10w,40,2
wordcloud,5w,26,5
word,20w,6,4
topic-in-a-box,20w,59,3
topic-in-a-box,20w,66,3
histogram,20w,29,4
topic-in-a-box,10w,89,3
wordcloud,20w,42,4
word,10w,41,3
histogram,5w,80,3
wordcloud,20w,51,4
wordcloud,5w,23,2
histogram,5w,26,4
histogram,5w,79,3
histogram,5w,101,2
topic-in-a-box,5w,30,5
wordcloud,20w,19,4
wordcloud,10w,18,4
histogram,5w,32,4
word,20w,19,3
histogram,10w,117,4
word,10w,48,3
wordcloud,20w,265,4
word,10w,104,3
word,10w,37,4
histogram,20w,65,4
wordcloud,5w,35,5
word,10w,26,5
histogram,10w,82,3
topic-in-a-box,10w,58,3
topic-in-a-box,10w,25,2
topic-in-a-box,10w,36,4
word,20w,30,2
word,20w,33,5
topic-in-a-box,10w,37,3
wordcloud,10w,70,4
histogram,5w,106,1
wordcloud,10w,60,4
wordcloud,20w,46,4
word,10w,70,4
wordcloud,10w,48,4
word,20w,27,4
topic-in-a-box,20w,49,4
topic-in-a-box,10w,17,3
wordcloud,5w,54,3
word,20w,87,4
word,10w,29,5
topic-in-a-box,5w,18,4
histogram,10w,26,4
topic-in-a-box,5w,65,4
wordcloud,20w,36,3
topic-in-a-box,5w,59,2
word,20w,57,2
histogram,10w,160,4
wordcloud,5w,47,2
histogram,5w,89,4
histogram,5w,89,4
histogram,10w,27,5
topic-in-a-box,5w,121,2
wordcloud,20w,29,3
histogram,20w,77,1
topic-in-a-box,20w,62,4
topic-in-a-box,5w,65,2
topic-in-a-box,5w,46,4
topic-in-a-box,10w,43,5
histogram,10w,22,4
histogram,10w,35,4
wordcloud,5w,88,3
wordcloud,20w,28,5
topic-in-a-box,20w,40,4
word,5w,91,4
word,5w,34,5
topic-in-a-box,20w,55,4
topic-in-a-box,10w,17,3
topic-in-a-box,5w,44,3
topic-in-a-box,5w,98,2
wordcloud,10w,92,2
topic-in-a-box,10w,86,4
word,10w,16,4
histogram,10w,53,3
topic-in-a-box,20w,85,4
topic-in-a-box,10w,30,2
word,5w,33,4
histogram,10w,53,5
word,20w,34,4
word,5w,56,3
histogram,20w,48,1
wordcloud,10w,37,3
word,20w,55,4
topic-in-a-box,10w,41,3
topic-in-a-box,20w,23,4
wordcloud,20w,51,3
wordcloud,5w,22,3
histogram,20w,116,2
word,5w,113,4
histogram,20w,39,4
wordcloud,10w,58,4
topic-in-a-box,5w,59,3
topic-in-a-box,10w,89,3
topic-in-a-box,5w,15,4
wordcloud,10w,57,4
histogram,20w,32,4
wordcloud,5w,16,3
histogram,10w,13,4
histogram,5w,43,1
histogram,20w,71,3
wordcloud,5w,22,3
word,10w,30,4
wordcloud,20w,22,3
topic-in-a-box,5w,37,4
wordcloud,10w,105,4
wordcloud,5w,34,5
histogram,10w,35,4
wordcloud,10w,42,4
topic-in-a-box,5w,84,3
wordcloud,20w,38,4
word,10w,32,4
histogram,20w,33,4
histogram,10w,26,4
wordcloud,20w,39,3
topic-in-a-box,20w,88,4
topic-in-a-box,10w,120,4
topic-in-a-box,20w,41,4
wordcloud,20w,81,4
wordcloud,10w,20,4
histogram,5w,63,4
word,10w,51,5
topic-in-a-box,20w,19,4
wordcloud,5w,116,5
wordcloud,20w,250,2
topic-in-a-box,20w,41,5
topic-in-a-box,20w,115,4
wordcloud,20w,41,2
histogram,20w,28,3
wordcloud,10w,25,5
topic-in-a-box,5w,169,4
wordcloud,5w,69,5
histogram,20w,70,4
word,20w,87,2
histogram,5w,61,4
histogram,20w,24,4
word,10w,61,2
histogram,10w,24,2
topic-in-a-box,5w,16,4
wordcloud,10w,18,3
topic-in-a-box,10w,37,5
wordcloud,20w,18,2
word,10w,90,4
histogram,20w,24,4
wordcloud,5w,57,3
wordcloud,20w,108,4
topic-in-a-box,20w,150,4
topic-in-a-box,5w,76,4
histogram,10w,40,4
histogram,20w,22,5
wordcloud,10w,12,4
wordcloud,5w,58,5
topic-in-a-box,10w,38,4
wordcloud,5w,45,5
word,20w,65,3
word,20w,32,5
topic-in-a-box,20w,37,4
wordcloud,10w,51,4
word,20w,21,2
word,10w,42,4
wordcloud,10w,83,4
histogram,20w,14,4
topic-in-a-box,20w,416,4
word,5w,78,4
word,10w,95,4
histogram,20w,410,5
histogram,20w,72,4
topic-in-a-box,5w,100,4
wordcloud,5w,40,4
wordcloud,20w,51,2
word,20w,34,4
word,20w,383,5
word,5w,93,3
histogram,10w,15,4
histogram,20w,30,4
topic-in-a-box,10w,22,3
topic-in-a-box,10w,39,5
histogram,5w,39,5
wordcloud,5w,37,2
histogram,5w,20,4
histogram,10w,57,4
histogram,5w,31,3
histogram,20w,54,3
histogram,10w,28,4
topic-in-a-box,5w,29,4
histogram,20w,120,3
wordcloud,10w,31,5
topic-in-a-box,5w,45,4
topic-in-a-box,20w,163,5
histogram,5w,63,3
word,10w,135,3
word,5w,26,5
word,20w,38,2
word,20w,84,4
topic-in-a-box,10w,25,3
topic-in-a-box,5w,15,5
histogram,20w,56,2
wordcloud,5w,23,4
topic-in-a-box,10w,35,5
word,5w,73,4
topic-in-a-box,20w,35,5
wordcloud,10w,22,4
wordcloud,20w,55,3
histogram,10w,40,4
wordcloud,5w,52,1
topic-in-a-box,10w,220,2
wordcloud,5w,38,5
word,20w,109,4
topic-in-a-box,20w,43,3
histogram,5w,171,4
word,20w,66,3
word,10w,106,2
wordcloud,20w,36,3
histogram,20w,59,4
topic-in-a-box,5w,50,1
topic-in-a-box,10w,21,4
word,10w,77,4
topic-in-a-box,5w,64,5
topic-in-a-box,5w,29,4
topic-in-a-box,5w,160,5
topic-in-a-box,10w,142,3
topic-in-a-box,20w,33,4
histogram,5w,33,5
wordcloud,10w,29,4
topic-in-a-box,20w,47,4
word,20w,44,3
topic-in-a-box,5w,73,3
histogram,10w,33,3
word,5w,26,3
histogram,5w,31,4
histogram,5w,46,3
histogram,20w,32,4
histogram,20w,38,4
topic-in-a-box,20w,149,4
histogram,5w,71,4
word,20w,22,3
word,10w,11,4
word,10w,130,3
topic-in-a-box,10w,37,4
wordcloud,20w,33,2
histogram,20w,34,5
word,5w,184,4
topic-in-a-box,20w,87,4
histogram,5w,28,4
word,10w,49,5
word,5w,18,4
word,20w,62,4
histogram,5w,23,3
wordcloud,10w,130,3
histogram,20w,89,3
histogram,10w,237,4
topic-in-a-box,5w,40,3
wordcloud,20w,56,4
word,10w,34,5
topic-in-a-box,20w,108,3
wordcloud,5w,15,4
wordcloud,5w,24,4
wordcloud,5w,33,1
histogram,10w,23,4
wordcloud,10w,67,5
histogram,10w,55,4
histogram,5w,39,4
histogram,20w,28,4
histogram,5w,56,3
topic-in-a-box,5w,66,4
histogram,10w,54,2
word,10w,103,5
wordcloud,5w,15,4
word,5w,53,3
word,10w,39,1
topic-in-a-box,20w,24,4
wordcloud,10w,8,3
word,20w,41,4
word,5w,45,2
topic-in-a-box,20w,168,4
topic-in-a-box,5w,58,4
histogram,5w,40,2
wordcloud,10w,17,4
topic-in-a-box,5w,28,5
histogram,5w,28,5
histogram,10w,30,4
word,5w,42,5
word,5w,58,3
histogram,10w,57,4
histogram,20w,30,4
histogram,20w,37,4
wordcloud,5w,32,3
topic-in-a-box,10w,17,4
topic-in-a-box,10w,44,4
topic-in-a-box,20w,32,3
wordcloud,5w,58,4
wordcloud,10w,25,3
topic-in-a-box,20w,47,3
wordcloud,10w,69,4
topic-in-a-box,10w,106,4
histogram,20w,48,3
topic-in-a-box,10w,31,4
histogram,20w,39,3
topic-in-a-box,10w,23,4
histogram,20w,37,4
word,10w,15,5
histogram,20w,29,3
word,5w,40,4
word,10w,26,3
wordcloud,5w,33,3
histogram,20w,30,4
topic-in-a-box,20w,139,4
wordcloud,10w,37,4
histogram,20w,40,4
word,10w,130,4
word,10w,30,4
histogram,20w,24,4
wordcloud,20w,42,4
topic-in-a-box,5w,28,4
histogram,5w,26,3
topic-in-a-box,5w,74,1
histogram,10w,39,4
wordcloud,20w,16,3
histogram,20w,37,5
wordcloud,20w,22,5
topic-in-a-box,5w,23,3
topic-in-a-box,10w,24,3
histogram,5w,56,4
histogram,5w,78,1
word,10w,19,3
wordcloud,5w,101,4
histogram,10w,41,4
histogram,5w,61,4
topic-in-a-box,5w,69,3
histogram,20w,29,4
topic-in-a-box,20w,108,2
topic-in-a-box,20w,57,3
word,5w,31,4
wordcloud,5w,38,2
wordcloud,20w,43,5
word,10w,79,3
histogram,5w,44,4
word,10w,20,5
word,10w,28,4
word,5w,70,4
wordcloud,5w,31,4
topic-in-a-box,10w,34,2
word,5w,41,4
topic-in-a-box,20w,186,5
topic-in-a-box,10w,129,5
word,10w,19,3
wordcloud,10w,35,4
word,5w,33,4
topic-in-a-box,10w,52,4
wordcloud,20w,127,3
word,5w,71,3
topic-in-a-box,10w,26,4
histogram,5w,826,3
wordcloud,20w,14,2
word,20w,17,5
wordcloud,20w,45,4
histogram,20w,65,4
topic-in-a-box,20w,57,4
word,20w,33,5
topic-in-a-box,10w,55,4
histogram,5w,52,1
histogram,20w,54,4
wordcloud,10w,55,2
histogram,5w,29,3
word,10w,46,4
word,5w,60,3
word,5w,33,4
topic-in-a-box,5w,30,4
topic-in-a-box,5w,34,4
topic-in-a-box,5w,116,3
topic-in-a-box,5w,67,2
histogram,5w,108,4
word,20w,31,3
histogram,5w,35,3
histogram,10w,23,4
histogram,5w,40,4
word,10w,52,3
histogram,5w,34,5
word,10w,57,3
wordcloud,10w,58,3
word,5w,33,3
word,10w,64,3
topic-in-a-box,20w,19,4
word,10w,32,4
topic-in-a-box,5w,8,4
wordcloud,5w,37,4
word,20w,38,4
word,20w,36,3
histogram,10w,75,4
histogram,5w,22,3
topic-in-a-box,20w,109,5
wordcloud,5w,17,4
topic-in-a-box,10w,40,3
topic-in-a-box,10w,40,3
wordcloud,5w,53,4
word,5w,46,3
topic-in-a-box,20w,156,2
histogram,20w,117,3
wordcloud,10w,33,5
topic-in-a-box,5w,82,4
topic-in-a-box,20w,116,4
topic-in-a-box,10w,114,4
wordcloud,20w,81,3
word,20w,36,4
topic-in-a-box,20w,24,3
wordcloud,5w,39,4
word,5w,17,3
histogram,20w,91,3
word,5w,56,3
topic-in-a-box,20w,78,4
word,10w,48,3
histogram,10w,45,4
word,20w,17,3
topic-in-a-box,10w,45,4
histogram,10w,45,4
word,10w,54,5
topic-in-a-box,10w,60,3
wordcloud,10w,21,4
word,5w,125,4
wordcloud,5w,38,3
word,20w,17,4
histogram,10w,136,4
topic-in-a-box,5w,41,2
word,10w,138,4
word,20w,38,5
topic-in-a-box,20w,32,4
wordcloud,10w,131,3
word,5w,101,3
word,5w,36,4
wordcloud,10w,7,4
topic-in-a-box,5w,46,4
word,20w,14,4
wordcloud,10w,55,4
topic-in-a-box,10w,39,3
topic-in-a-box,5w,22,3
word,20w,30,2
topic-in-a-box,10w,72,3
wordcloud,20w,22,4
histogram,10w,13,4
topic-in-a-box,5w,19,5
wordcloud,10w,22,4
histogram,20w,32,4
topic-in-a-box,5w,98,4
wordcloud,20w,79,3
word,20w,36,4
topic-in-a-box,10w,20,3
wordcloud,10w,62,4
topic-in-a-box,5w,46,2
wordcloud,10w,43,4
word,20w,125,4
wordcloud,10w,33,2
topic-in-a-box,20w,74,3
histogram,20w,110,2
wordcloud,5w,94,4
wordcloud,5w,25,4
topic-in-a-box,5w,24,3
topic-in-a-box,10w,67,3
topic-in-a-box,20w,23,4
topic-in-a-box,5w,29,4
wordcloud,10w,81,5
topic-in-a-box,20w,51,4
wordcloud,5w,65,3
word,5w,58,3
wordcloud,10w,119,3
wordcloud,10w,16,4
wordcloud,20w,24,4
topic-in-a-box,5w,41,1
topic-in-a-box,10w,92,4
topic-in-a-box,20w,139,2
word,5w,84,5
topic-in-a-box,20w,212,3
topic-in-a-box,10w,67,4
word,20w,19,3
topic-in-a-box,10w,30,4
topic-in-a-box,5w,56,3
word,5w,31,4
histogram,10w,32,4
histogram,20w,65,4
word,5w,16,4
topic-in-a-box,5w,21,5
histogram,20w,160,3
topic-in-a-box,20w,33,3
topic-in-a-box,20w,36,4
histogram,10w,33,4
histogram,20w,61,4
wordcloud,5w,53,4
topic-in-a-box,10w,34,3
topic-in-a-box,10w,28,3
wordcloud,10w,31,4
topic-in-a-box,10w,41,4
word,5w,17,2
word,5w,19,3
topic-in-a-box,10w,106,4
wordcloud,5w,163,3
wordcloud,20w,32,4
word,20w,23,5
topic-in-a-box,5w,42,3
histogram,10w,27,3
histogram,10w,69,3
histogram,10w,128,4
wordcloud,5w,52,2
word,5w,8,3
topic-in-a-box,5w,61,2
histogram,20w,35,4
topic-in-a-box,20w,47,3
wordcloud,20w,341,4
topic-in-a-box,20w,32,4
topic-in-a-box,20w,24,4
histogram,10w,35,4
word,20w,29,4
topic-in-a-box,10w,34,4
wordcloud,20w,23,5
word,10w,44,4
word,10w,63,3
histogram,20w,69,4
histogram,5w,68,3
wordcloud,10w,35,4
wordcloud,20w,86,4
histogram,5w,29,4
wordcloud,5w,51,5
word,5w,17,5
wordcloud,10w,34,3
wordcloud,10w,74,4
wordcloud,20w,53,4
topic-in-a-box,20w,60,5
histogram,10w,32,4
word,10w,34,5
histogram,5w,27,4
wordcloud,20w,32,1
histogram,10w,269,4
word,10w,20,4
topic-in-a-box,20w,31,2
wordcloud,10w,47,4
topic-in-a-box,5w,31,4
topic-in-a-box,10w,34,4
word,20w,22,4
wordcloud,5w,42,4
wordcloud,5w,32,1
topic-in-a-box,20w,50,2
topic-in-a-box,10w,135,2
wordcloud,10w,54,2
topic-in-a-box,20w,41,4
histogram,10w,49,2
wordcloud,5w,159,3
wordcloud,10w,57,3
wordcloud,5w,88,3
histogram,20w,49,4
histogram,5w,19,3
word,5w,69,4
word,5w,30,3
wordcloud,10w,49,2
wordcloud,5w,20,2
topic-in-a-box,5w,52,4
word,20w,54,4
topic-in-a-box,10w,67,3
histogram,20w,53,4
histogram,10w,62,4
wordcloud,20w,40,4
wordcloud,5w,75,3
histogram,5w,44,2
wordcloud,10w,39,5
wordcloud,20w,52,4
word,5w,28,4
histogram,10w,75,4
word,20w,15,4
word,10w,34,4
word,10w,58,4
wordcloud,20w,65,3
histogram,10w,63,4
histogram,10w,178,5
topic-in-a-box,20w,87,3
topic-in-a-box,20w,47,4
word,10w,67,4
word,5w,241,3
word,10w,12,4
topic-in-a-box,5w,44,4
histogram,20w,60,4
wordcloud,10w,32,5
word,10w,21,4
word,20w,40,4
wordcloud,20w,13,4
histogram,20w,89,4
word,10w,61,4
histogram,20w,88,3
word,20w,42,4
word,10w,48,4
wordcloud,20w,22,2
word,20w,20,3
wordcloud,10w,44,2
word,10w,154,1
topic-in-a-box,5w,66,3
wordcloud,5w,64,5
word,20w,160,3
topic-in-a-box,20w,59,4
wordcloud,5w,36,3
topic-in-a-box,20w,98,4
topic-in-a-box,20w,51,4
histogram,5w,76,3
topic-in-a-box,10w,21,4
wordcloud,20w,35,4
histogram,10w,36,4
histogram,10w,111,2
histogram,20w,9,4
wordcloud,20w,44,3
word,10w,30,4
histogram,5w,46,4
word,10w,38,4
topic-in-a-box,20w,68,4
topic-in-a-box,20w,260,2
wordcloud,20w,23,5
topic-in-a-box,10w,23,4
wordcloud,20w,70,4
histogram,5w,96,3
word,5w,175,5
wordcloud,5w,60,4
topic-in-a-box,20w,54,4
word,20w,21,4
topic-in-a-box,10w,55,3
histogram,5w,121,2
word,10w,84,3
wordcloud,20w,38,5
wordcloud,10w,75,3
word,5w,65,4
wordcloud,5w,51,4
word,5w,18,4
topic-in-a-box,10w,104,4
topic-in-a-box,5w,46,4
word,10w,18,3
topic-in-a-box,20w,52,4
topic-in-a-box,5w,71,5
word,20w,162,4
topic-in-a-box,5w,27,2
topic-in-a-box,20w,40,3
word,10w,22,5
wordcloud,10w,34,3
wordcloud,20w,119,3
wordcloud,20w,182,4
word,5w,36,4
topic-in-a-box,10w,40,4
word,20w,50,4
wordcloud,10w,162,3
topic-in-a-box,5w,30,4
histogram,5w,18,5
topic-in-a-box,5w,80,5
wordcloud,5w,26,4
word,20w,51,3
histogram,20w,47,4
histogram,10w,19,4
wordcloud,20w,32,4
histogram,10w,49,3
wordcloud,20w,27,4
wordcloud,20w,36,3
histogram,10w,102,4
topic-in-a-box,10w,39,4
histogram,5w,21,4
word,5w,47,4
topic-in-a-box,10w,48,4
wordcloud,10w,112,1
topic-in-a-box,20w,153,3
topic-in-a-box,5w,30,3
word,10w,47,5
word,20w,76,3
histogram,10w,28,4
word,10w,448,5
topic-in-a-box,10w,29,4
histogram,20w,15,4
wordcloud,5w,146,3
histogram,10w,18,5
histogram,5w,26,4
word,20w,22,5
word,5w,29,5
word,10w,24,4
topic-in-a-box,20w,54,4
topic-in-a-box,20w,34,4
topic-in-a-box,20w,623,4
wordcloud,5w,38,4
topic-in-a-box,5w,27,4
word,5w,28,4
histogram,5w,23,4
topic-in-a-box,10w,39,4
topic-in-a-box,5w,260,2
wordcloud,20w,21,5
word,5w,22,5
wordcloud,5w,36,5
topic-in-a-box,5w,16,4
word,20w,18,4
word,10w,13,3
word,20w,67,4
topic-in-a-box,20w,54,2
histogram,10w,184,4
topic-in-a-box,10w,49,4
topic-in-a-box,10w,7,5
word,5w,90,3
wordcloud,20w,370,1
word,10w,32,4
word,5w,34,5
wordcloud,20w,25,5
wordcloud,5w,129,4
word,20w,12,5
wordcloud,20w,21,4
word,10w,35,4
topic-in-a-box,5w,22,4
histogram,20w,39,4
wordcloud,20w,96,2
wordcloud,5w,40,4
wordcloud,10w,42,3
histogram,5w,82,4
topic-in-a-box,10w,25,4
word,5w,33,4
wordcloud,20w,61,2
histogram,5w,50,4
word,20w,32,4
histogram,10w,26,2
topic-in-a-box,20w,15,4
histogram,10w,524,4
topic-in-a-box,10w,45,5
topic-in-a-box,20w,54,5
topic-in-a-box,20w,31,4
histogram,20w,20,4
histogram,5w,49,3
word,20w,54,5
word,5w,22,4
word,10w,26,3
topic-in-a-box,10w,51,5
wordcloud,20w,43,4
histogram,10w,73,4
wordcloud,5w,35,3
histogram,5w,29,3
wordcloud,10w,314,3
topic-in-a-box,5w,23,4
word,5w,72,3
wordcloud,10w,56,4
topic-in-a-box,5w,53,4
word,5w,47,3
wordcloud,20w,61,4
histogram,20w,83,2
histogram,10w,112,4
topic-in-a-box,10w,5,3
wordcloud,10w,15,4
topic-in-a-box,5w,28,1
wordcloud,20w,23,4
histogram,5w,27,3
word,5w,119,3
histogram,10w,24,5
wordcloud,5w,22,4
word,5w,79,4
word,20w,70,4
histogram,10w,33,4
word,20w,26,5
histogram,20w,24,4
wordcloud,5w,44,2
topic-in-a-box,20w,63,4
word,20w,51,5
word,5w,65,3
word,5w,23,2
topic-in-a-box,20w,41,4
wordcloud,20w,82,1
wordcloud,5w,122,2
histogram,10w,71,5
histogram,10w,59,4
topic-in-a-box,10w,157,3
wordcloud,5w,21,4
word,5w,200,4
wordcloud,5w,31,4
topic-in-a-box,20w,131,4
word,10w,28,4
word,5w,46,3
word,10w,17,4
word,20w,15,3
histogram,20w,41,4
word,10w,15,4
histogram,10w,35,4
wordcloud,10w,26,3
topic-in-a-box,10w,32,4
word,10w,25,4
word,20w,43,4
wordcloud,5w,25,4
histogram,10w,40,5
histogram,5w,47,4
word,5w,24,4
wordcloud,20w,102,4
word,5w,145,4
word,20w,21,4
topic-in-a-box,5w,62,4
word,5w,16,5
topic-in-a-box,5w,23,4
word,10w,76,4
histogram,10w,14,3
wordcloud,20w,90,3
wordcloud,20w,85,4
topic-in-a-box,5w,51,3
word,5w,27,5
histogram,5w,39,3
wordcloud,10w,19,4
word,5w,23,4
word,20w,29,4
histogram,5w,64,3
topic-in-a-box,10w,19,4
wordcloud,5w,21,5
topic-in-a-box,5w,66,4
